,,Xie0406:LASI,,,Xie0406:RASI,,,Xie0406:LPSI,,,Xie0406:RPSI,,,Xie0406:LTHI,,,Xie0406:LKNE,,,Xie0406:LTIB,,,Xie0406:LANK,,,Xie0406:LHEE,,,Xie0406:LTOE,,,Xie0406:RTHI,,,Xie0406:RKNE,,,Xie0406:RTIB,,,Xie0406:RANK,,,Xie0406:RHEE,,,Xie0406:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
766,0,,,,,,,,,,,,,315.995,1472.29,463.922,,,,340.2,1492.35,332.053,310.871,1505.52,18.6931,,,,296.379,1284.2,57.8524,,,,,,,9.95001,1301.82,57.4205,,,,,,,,,
767,0,,,,,,,,,,,,,315.833,1472.91,463.967,,,,340.072,1492.81,332.063,310.858,1505.53,18.7326,,,,296.387,1284.19,57.8463,,,,,,,9.92217,1301.89,57.539,,,,,,,,,
768,0,,,,,,,,,,,,,315.742,1473.45,463.99,,,,339.943,1493.27,332.043,310.839,1505.53,18.762,,,,296.412,1284.19,57.8478,,,,,,,9.86055,1301.95,57.6417,,,,,,,,,
769,0,,,,,,,,,,,,,315.68,1474,464.084,,,,339.879,1493.74,332.081,310.839,1505.53,18.7861,,,,296.414,1284.19,57.8351,,,,,,,9.81222,1302.01,57.6932,,,,,,,,,
770,0,,,,,,,,,,,,,315.614,1474.42,464.121,,,,339.869,1494.08,332.121,310.841,1505.51,18.8069,,,,296.413,1284.19,57.824,,,,,,,9.77741,1302.04,57.7141,,,,,,,,,
771,0,,,,,,,,,,,,,315.61,1474.69,464.156,,,,339.893,1494.28,332.16,310.845,1505.51,18.826,,,,296.4,1284.18,57.7994,,,,,,,9.74583,1302.03,57.6933,,,,,,,,,
772,0,,,,,,,,,,,,,315.574,1474.89,464.179,,,,339.925,1494.41,332.177,310.842,1505.51,18.8826,,,,296.389,1284.17,57.7579,,,,,,,9.75353,1302.01,57.6519,,,,,,,,,
773,0,,,,,,,,,,,,,315.569,1475.02,464.189,,,,339.997,1494.47,332.192,310.839,1505.49,18.9422,,,,296.396,1284.13,57.6806,,,,,,,9.7364,1301.94,57.6007,,,,,,,,,
774,0,,,,,,,,,,,,,315.583,1475.14,464.229,,,,340.105,1494.48,332.205,310.833,1505.47,18.9887,,,,296.381,1284.09,57.6064,,,,,,,9.72585,1301.88,57.5465,,,,,,,,,
775,0,,,,,,,,,,,,,315.637,1475.22,464.285,,,,340.253,1494.46,332.234,310.839,1505.45,19.0321,,,,296.378,1284.08,57.5449,,,,,,,9.73544,1301.84,57.5074,,,,,,,,,
776,0,,,,,,,,,,,,,315.673,1475.28,464.326,,,,340.379,1494.44,332.263,310.817,1505.44,19.06,,,,296.357,1284.06,57.4824,,,,,,,9.72705,1301.82,57.5032,,,,,,,,,
777,0,,,,,,,,,,,,,315.691,1475.34,464.365,,,,340.495,1494.42,332.282,310.823,1505.43,19.1057,,,,296.345,1284.04,57.4203,,,,,,,9.72371,1301.79,57.4872,,,,,,,,,
778,0,,,,,,,,,,,,,315.663,1475.42,464.383,,,,340.566,1494.43,332.273,310.822,1505.41,19.1387,,,,296.337,1284.01,57.3746,,,,,,,9.71595,1301.77,57.4927,,,,,,,,,
779,0,,,,,,,,,,,,,315.661,1475.52,464.385,,,,340.595,1494.47,332.243,310.809,1505.41,19.1276,,,,296.329,1283.99,57.3623,,,,,,,9.7131,1301.77,57.4942,,,,,,,,,
780,0,,,,,,,,,,,,,315.618,1475.66,464.371,,,,340.584,1494.53,332.182,310.813,1505.42,19.1209,,,,296.336,1284,57.3743,,,,,,,9.70146,1301.79,57.4809,,,,,,,,,
781,0,,,,,,,,,,,,,315.613,1475.84,464.352,,,,340.539,1494.6,332.118,310.82,1505.43,19.0992,,,,296.328,1284.02,57.3923,,,,,,,9.7021,1301.81,57.5286,,,,,,,,,
782,0,,,,,,,,,,,,,315.588,1476.04,464.328,,,,340.534,1494.72,332.101,310.815,1505.43,19.0725,,,,296.337,1284.01,57.4009,,,,,,,9.66734,1301.83,57.5444,,,,,,,,,
783,0,,,,,,,,,,,,,315.569,1476.27,464.33,,,,340.52,1494.87,332.071,310.816,1505.43,19.0705,,,,296.336,1284,57.4077,,,,,,,9.65809,1301.86,57.5701,,,,,,,,,
784,0,,,,,,,,,,,,,315.57,1476.52,464.389,,,,340.546,1495.07,332.039,310.833,1505.43,19.0653,,,,296.351,1284.01,57.4059,,,,,,,9.64013,1301.89,57.5977,,,,,,,,,
785,0,,,,,,,,,,,,,315.535,1476.72,464.431,,,,340.562,1495.29,332.022,310.832,1505.44,19.0642,,,,296.351,1284.01,57.4017,,,,,,,9.62603,1301.91,57.6049,,,,,,,,,
786,0,,,,,,,,,,,,,315.494,1476.98,464.452,,,,340.604,1495.56,332.018,310.831,1505.43,19.0613,,,,296.359,1284.01,57.4111,,,,,,,9.62021,1301.88,57.605,,,,,,,,,
787,0,,,,,,,,,,,,,315.45,1477.27,464.48,,,,340.632,1495.83,332.025,310.839,1505.44,19.0679,,,,296.349,1284.01,57.4013,,,,,,,9.60251,1301.92,57.638,,,,,,,,,
788,0,,,,,,,,,,,,,315.394,1477.6,464.504,,,,340.62,1496.09,332.031,310.836,1505.44,19.0623,,,,296.344,1284.01,57.4008,,,,,,,9.60255,1301.94,57.6726,,,,,,,,,
789,0,,,,,,,,,,,,,315.354,1477.94,464.538,,,,340.602,1496.32,332.044,310.836,1505.44,19.0587,,,,296.347,1284.01,57.4028,,,,,,,9.58424,1301.93,57.7054,,,,,,,,,
790,0,,,,,,,,,,,,,315.352,1478.31,464.542,,,,340.612,1496.51,332.059,310.839,1505.44,19.0585,,,,296.334,1284,57.405,,,,,,,9.57766,1301.93,57.7218,,,,,,,,,
791,0,,,,,,,,,,,,,315.313,1478.59,464.533,,,,340.563,1496.73,332.058,310.82,1505.43,19.0557,,,,296.341,1284.02,57.3966,,,,,,,9.58306,1301.91,57.7277,,,,,,,,,
792,0,,,,,,,,,,,,,315.229,1478.85,464.514,,,,340.516,1496.99,332.041,310.824,1505.44,19.0599,,,,296.328,1284.01,57.3958,,,,,,,9.57082,1301.89,57.7207,,,,,,,,,
793,0,,,,,,,,,,,,,315.165,1479.13,464.497,,,,340.47,1497.26,331.984,310.832,1505.44,19.0461,,,,296.326,1284.02,57.4175,,,,,,,9.57012,1301.88,57.727,,,,,,,,,
794,0,,,,,,,,,,,,,315.117,1479.43,464.468,,,,340.423,1497.53,331.929,310.836,1505.45,19.0212,,,,296.336,1284.03,57.4299,,,,,,,9.55451,1301.87,57.7071,,,,,,,,,
795,0,,,,,,,,,,,,,315.112,1479.71,464.453,,,,340.418,1497.76,331.906,310.845,1505.46,19.0041,,,,296.334,1284.02,57.4369,,,,,,,9.5527,1301.88,57.7022,,,,,,,,,
796,0,,,,,,,,,,,,,315.116,1479.91,464.446,,,,340.446,1497.93,331.881,310.844,1505.46,18.981,,,,296.325,1284.02,57.4369,,,,,,,9.55447,1301.88,57.6858,,,,,,,,,
797,0,,,,,,,,,,,,,315.094,1480.02,464.441,,,,340.464,1498.01,331.855,310.848,1505.46,18.9727,,,,296.319,1284.02,57.4195,,,,,,,9.55347,1301.88,57.6595,,,,,,,,,
798,0,,,,,,,,,,,,,315.059,1480.03,464.414,,,,340.486,1498.04,331.831,310.857,1505.46,18.9779,,,,296.303,1284.01,57.4043,,,,,,,9.558,1301.88,57.6243,,,,,,,,,
799,0,,,,,,,,,,,,,315.068,1479.97,464.383,,,,340.524,1497.98,331.802,310.848,1505.47,18.9638,,,,296.312,1284.01,57.3739,,,,,,,9.55162,1301.86,57.5941,,,,,,,,,
800,0,,,,,,,,,,,,,315.083,1479.81,464.333,,,,340.587,1497.87,331.754,310.856,1505.47,18.941,,,,296.316,1284.01,57.3598,,,,,,,9.56183,1301.86,57.5793,,,,,,,,,
801,0,,,,,,,,,,,,,315.151,1479.58,464.292,,,,340.656,1497.69,331.716,310.855,1505.47,18.9374,,,,296.306,1284,57.3246,,,,,,,9.55382,1301.85,57.5585,,,,,,,,,
802,0,,,,,,,,,,,,,315.197,1479.25,464.243,,,,340.734,1497.49,331.701,310.848,1505.46,18.931,,,,296.289,1284,57.2937,,,,,,,9.56222,1301.83,57.5167,,,,,,,,,
803,0,,,,,,,,,,,,,315.249,1478.93,464.215,,,,340.793,1497.25,331.666,310.855,1505.47,18.9248,,,,296.292,1283.99,57.2647,,,,,,,9.56428,1301.8,57.4749,,,,,,,,,
804,0,,,,,,,,,,,,,315.263,1478.6,464.206,,,,340.865,1496.97,331.632,310.847,1505.46,18.9187,,,,296.289,1283.99,57.2375,,,,,,,9.56939,1301.77,57.4199,,,,,,,,,
805,0,,,,,,,,,,,,,315.303,1478.22,464.209,,,,340.939,1496.69,331.603,310.855,1505.46,18.9456,,,,296.269,1283.98,57.1939,,,,,,,9.57203,1301.73,57.364,,,,,,,,,
806,0,,,,,,,,,,,,,315.296,1477.67,464.203,,,,340.999,1496.43,331.584,310.843,1505.45,18.9739,,,,296.257,1283.96,57.1509,,,,,,,9.5751,1301.66,57.2468,,,,,,,,,
807,0,,,,,,,,,,,,,315.369,1477.09,464.171,,,,341.103,1496.1,331.547,310.841,1505.44,19.0174,,,,296.241,1283.95,57.0767,,,,,,,9.55774,1301.62,57.2024,,,,,,,,,
808,0,,,,,,,,,,,,,315.506,1476.62,464.151,,,,341.227,1495.69,331.512,310.826,1505.42,19.0677,,,,296.232,1283.93,57.0063,,,,,,,9.55664,1301.6,57.1676,,,,,,,,,
809,0,,,,,,,,,,,,,315.662,1476.03,464.13,,,,341.351,1495.23,331.455,310.816,1505.4,19.1308,,,,296.22,1283.89,56.9264,,,,,,,9.54637,1301.59,57.1455,,,,,,,,,
810,0,,,,,,,,,,,,,315.822,1475.31,464.121,,,,341.51,1494.74,331.474,310.812,1505.38,19.192,,,,296.176,1283.83,56.7943,,,,,,,9.55015,1301.58,57.1272,,,,,,,,,
811,0,,,,,,,,,,,,,315.981,1474.71,464.144,,,,341.705,1494.08,331.499,310.814,1505.35,19.2329,,,,296.173,1283.76,56.6759,,,,,,,9.53338,1301.58,57.1134,,,,,,,,,
812,0,,,,,,,,,,,,,316.16,1473.92,464.117,,,,341.94,1493.35,331.535,310.792,1505.32,19.269,,,,296.154,1283.72,56.5841,,,,,,,9.53274,1301.58,57.1159,,,,,,,,,
813,0,,,,,,,,,,,,,316.37,1473.17,464.096,,,,342.164,1492.57,331.536,310.816,1505.31,19.2919,,,,296.122,1283.68,56.5034,,,,,,,9.52701,1301.58,57.1224,,,,,,,,,
814,0,,,,,,,,,,,,,316.587,1472.45,464.057,,,,342.356,1491.85,331.546,310.82,1505.3,19.3094,,,,296.114,1283.66,56.4523,,,,,,,9.53288,1301.57,57.132,,,,,,,,,
815,0,,,,,,,,,,,,,316.702,1471.72,463.977,,,,342.509,1491.35,331.517,310.833,1505.29,19.3093,,,,296.096,1283.64,56.4128,,,,,,,9.53115,1301.57,57.1359,,,,,,,,,
816,0,,,,,,,,,,,,,316.911,1471.22,463.938,,,,342.625,1490.89,331.434,310.826,1505.29,19.309,,,,296.083,1283.62,56.3772,,,,,,,9.52929,1301.55,57.1442,,,,,,,,,
817,0,,,,,,,,,,,,,317.051,1470.69,463.873,,,,342.729,1490.48,331.376,310.829,1505.28,19.3061,,,,296.079,1283.6,56.3595,,,,,,,9.54013,1301.54,57.1477,,,,,,,,,
818,0,,,,,,,,,,,,,317.163,1470.18,463.828,,,,342.832,1490.2,331.357,310.833,1505.28,19.3076,,,,296.068,1283.59,56.3372,,,,,,,9.53856,1301.61,57.2468,,,,,,,,,
819,0,,,,,,,,,,,,,317.27,1469.84,463.796,,,,342.916,1489.98,331.339,310.843,1505.27,19.3188,,,,296.058,1283.59,56.327,,,,,,,9.53376,1301.62,57.2672,,,,,,,,,
820,0,,,,,,,,,,,,,317.382,1469.59,463.796,,,,342.99,1489.78,331.312,310.833,1505.26,19.3096,,,,296.048,1283.57,56.3141,,,,,,,9.53762,1301.56,57.1939,,,,,,,,,
821,0,,,,,,,,,,,,,317.469,1469.43,463.756,,,,343.021,1489.6,331.297,310.837,1505.27,19.3083,,,,296.054,1283.58,56.3169,,,,,,,9.51708,1301.58,57.204,,,,,,,,,
822,0,,,,,,,,,,,,,317.484,1469.23,463.701,,,,343.047,1489.44,331.265,310.843,1505.27,19.3018,,,,296.035,1283.58,56.3164,,,,,,,9.53078,1301.62,57.2187,,,,,,,,,
823,0,,,,,,,,,,,,,317.521,1469.05,463.652,,,,343.078,1489.29,331.221,310.832,1505.26,19.2964,,,,296.035,1283.58,56.3247,,,,,,,9.4964,1301.73,57.2709,,,,,,,,,
824,0,,,,,,,,,,,,,317.584,1468.94,463.638,,,,343.13,1489.2,331.187,310.829,1505.26,19.2758,,,,296.03,1283.58,56.3252,,,,,,,9.49843,1301.77,57.294,,,,,,,,,
825,0,,,,,,,,,,,,,317.639,1468.87,463.627,,,,343.207,1489.13,331.165,310.847,1505.27,19.2568,,,,296.016,1283.58,56.3467,,,,,,,9.49244,1301.81,57.2994,,,,,,,,,
826,0,,,,,,,,,,,,,317.706,1468.89,463.625,,,,343.287,1489.14,331.132,310.847,1505.27,19.2449,,,,296.028,1283.59,56.3547,,,,,,,9.48372,1301.84,57.3187,,,,,,,,,
827,0,,,,,,,,,,,,,317.742,1468.96,463.608,,,,343.352,1489.18,331.094,310.864,1505.27,19.2186,,,,296.039,1283.62,56.3883,,,,,,,9.46637,1301.84,57.3451,,,,,,,,,
828,0,,,,,,,,,,,,,317.787,1469.08,463.584,,,,343.431,1489.26,331.072,310.881,1505.29,19.1892,,,,296.023,1283.62,56.4108,,,,,,,9.46661,1301.85,57.3594,,,,,,,,,
829,0,,,,,,,,,,,,,317.842,1469.22,463.573,,,,343.49,1489.37,331.026,310.882,1505.29,19.1526,,,,296.026,1283.63,56.4428,,,,,,,9.47594,1301.85,57.3787,,,,,,,,,
830,0,,,,,,,,,,,,,317.911,1469.4,463.595,,,,343.543,1489.49,330.956,310.908,1505.3,19.117,,,,296.028,1283.66,56.4794,,,,,,,9.48038,1301.86,57.391,,,,,,,,,
831,0,,,,,,,,,,,,,317.973,1469.59,463.609,,,,343.576,1489.62,330.869,310.917,1505.31,19.0763,,,,296.039,1283.68,56.5171,,,,,,,9.48857,1301.87,57.4118,,,,,,,,,
832,0,,,,,,,,,,,,,318.003,1469.75,463.622,,,,343.64,1489.74,330.809,310.93,1505.32,19.0185,,,,296.051,1283.7,56.5713,,,,,,,9.48234,1301.88,57.424,,,,,,,,,
833,0,,,,,,,,,,,,,318.028,1469.91,463.619,,,,343.686,1489.86,330.747,310.937,1505.33,18.9475,,,,296.063,1283.73,56.6224,,,,,,,9.48518,1301.86,57.4671,,,,,,,,,
834,0,,,,,,,,,,,,,318.074,1470.08,463.61,,,,343.718,1489.96,330.655,310.937,1505.34,18.8944,,,,296.061,1283.75,56.6691,,,,,,,9.48129,1301.84,57.4344,,,,,,,,,
835,0,,,,,,,,,,,,,318.054,1470.23,463.59,,,,343.735,1490.06,330.571,310.931,1505.35,18.8459,,,,296.075,1283.78,56.7211,,,,,,,9.46549,1301.94,57.4358,,,,,,,,,
836,0,,,,,,,,,,,,,318.053,1470.41,463.57,,,,343.731,1490.14,330.493,310.945,1505.37,18.8105,,,,296.066,1283.77,56.7762,,,,,,,9.46097,1301.97,57.4337,,,,,,,,,
837,0,,,,,,,,,,,,,318.073,1470.66,463.567,,,,343.725,1490.24,330.45,310.945,1505.38,18.773,,,,296.067,1283.8,56.8181,,,,,,,9.46278,1302.01,57.4483,,,,,,,,,
838,0,,,,,,,,,,,,,318.111,1470.9,463.563,,,,343.696,1490.35,330.398,310.951,1505.38,18.7283,,,,296.079,1283.82,56.8734,,,,,,,9.46923,1302.03,57.4596,,,,,,,,,
839,0,,,,,,,,,,,,,318.113,1471.11,463.568,,,,343.65,1490.48,330.359,310.941,1505.38,18.7002,,,,296.091,1283.84,56.9208,,,,,,,9.46395,1302.03,57.4766,,,,,,,,,
840,0,,,,,,,,,,,,,318.102,1471.28,463.576,,,,343.631,1490.62,330.349,310.934,1505.4,18.6666,,,,296.113,1283.85,56.9522,,,,,,,9.46697,1302.03,57.4875,,,,,,,,,
841,0,,,,,,,,,,,,,318.098,1471.43,463.573,,,,343.608,1490.77,330.336,310.943,1505.4,18.6648,,,,296.105,1283.85,56.9849,,,,,,,9.48357,1302.02,57.5123,,,,,,,,,
842,0,,,,,,,,,,,,,318.121,1471.56,463.581,,,,343.577,1490.92,330.311,310.947,1505.4,18.6548,,,,296.113,1283.86,57.0078,,,,,,,9.49335,1302.03,57.5275,,,,,,,,,
843,0,,,,,,,,,,,,,318.148,1471.65,463.574,,,,343.547,1491.03,330.296,310.946,1505.41,18.6418,,,,296.124,1283.86,57.03,,,,,,,9.49412,1302,57.546,,,,,,,,,
844,0,,,,,,,,,,,,,318.167,1471.72,463.58,,,,343.551,1491.11,330.286,310.937,1505.41,18.6316,,,,296.125,1283.86,57.051,,,,,,,9.50717,1301.99,57.561,,,,,,,,,
845,0,,,,,,,,,,,,,318.192,1471.78,463.573,,,,343.546,1491.17,330.268,310.943,1505.41,18.6086,,,,296.126,1283.87,57.0627,,,,,,,9.5237,1301.92,57.5652,,,,,,,,,
846,0,,,,,,,,,,,,,318.197,1471.83,463.577,,,,343.546,1491.2,330.259,310.948,1505.41,18.6056,,,,296.138,1283.87,57.0837,,,,,,,9.52815,1301.91,57.5788,,,,,,,,,
847,0,,,,,,,,,,,,,318.197,1471.88,463.574,,,,343.539,1491.24,330.247,310.939,1505.41,18.5995,,,,296.137,1283.87,57.0898,,,,,,,9.51926,1301.92,57.5756,,,,,,,,,
848,0,,,,,,,,,,,,,318.205,1471.93,463.566,,,,343.534,1491.29,330.244,310.935,1505.41,18.6041,,,,296.137,1283.86,57.0888,,,,,,,9.5188,1301.93,57.5733,,,,,,,,,
849,0,,,,,,,,,,,,,318.182,1471.97,463.566,,,,343.533,1491.33,330.242,310.927,1505.41,18.606,,,,296.121,1283.87,57.0838,,,,,,,9.5183,1302.01,57.5603,,,,,,,,,
850,0,,,,,,,,,,,,,318.145,1472.02,463.533,,,,343.515,1491.38,330.24,310.929,1505.4,18.6218,,,,296.109,1283.86,57.0735,,,,,,,9.51128,1302.02,57.5308,,,,,,,,,
851,0,,,,,,,,,,,,,318.145,1472.12,463.512,,,,343.496,1491.45,330.248,310.915,1505.41,18.6278,,,,296.111,1283.86,57.0666,,,,,,,9.49534,1302.03,57.5113,,,,,,,,,
852,0,,,,,,,,,,,,,318.137,1472.25,463.506,,,,343.497,1491.56,330.254,310.922,1505.41,18.6384,,,,296.113,1283.85,57.0666,,,,,,,9.50014,1302.03,57.4907,,,,,,,,,
853,0,,,,,,,,,,,,,318.153,1472.44,463.482,,,,343.494,1491.7,330.257,310.923,1505.4,18.6295,,,,296.105,1283.86,57.0566,,,,,,,9.51762,1302.05,57.4817,,,,,,,,,
854,0,,,,,,,,,,,,,318.201,1472.72,463.487,,,,343.504,1491.84,330.249,310.923,1505.39,18.6221,,,,296.1,1283.85,57.0549,,,,,,,9.51952,1302.06,57.4726,,,,,,,,,
855,0,,,,,,,,,,,,,318.289,1473.07,463.477,,,,343.511,1492,330.231,310.924,1505.39,18.6163,,,,296.104,1283.85,57.0548,,,,,,,9.53655,1302.04,57.4645,,,,,,,,,
856,0,,,,,,,,,,,,,318.337,1473.42,463.45,,,,343.531,1492.23,330.222,310.937,1505.4,18.5893,,,,296.103,1283.85,57.0536,,,,,,,9.54479,1302.04,57.4522,,,,,,,,,
857,0,,,,,,,,,,,,,318.333,1473.7,463.409,,,,343.541,1492.47,330.212,310.94,1505.39,18.5563,,,,296.098,1283.87,57.0662,,,,,,,9.54153,1302.01,57.4483,,,,,,,,,
858,0,,,,,,,,,,,,,318.291,1473.95,463.411,,,,343.552,1492.74,330.23,310.944,1505.39,18.5359,,,,296.1,1283.86,57.0737,,,,,,,9.55555,1301.97,57.4343,,,,,,,,,
859,0,,,,,,,,,,,,,318.281,1474.25,463.427,,,,343.537,1493.03,330.247,310.95,1505.39,18.5196,,,,296.085,1283.86,57.0648,,,,,,,9.59155,1301.91,57.4494,,,,,,,,,
860,0,,,,,,,,,,,,,318.226,1474.64,463.448,,,,343.513,1493.29,330.281,310.953,1505.39,18.5075,,,,296.084,1283.86,57.0649,,,,,,,9.60001,1301.88,57.4295,,,,,,,,,
861,0,,,,,,,,,,,,,318.195,1475.12,463.469,,,,343.448,1493.58,330.327,310.965,1505.39,18.5246,,,,296.076,1283.86,57.0511,,,,,,,9.6055,1301.84,57.4013,,,,,,,,,
862,0,,,,,,,,,,,,,318.086,1475.54,463.448,,,,343.348,1493.85,330.355,310.954,1505.39,18.5331,,,,296.081,1283.86,57.0283,,,,,,,9.62115,1301.82,57.3761,,,,,,,,,
863,0,,,,,,,,,,,,,317.947,1476.03,463.469,,,,343.241,1494.27,330.395,310.948,1505.38,18.549,,,,296.098,1283.85,56.9883,,,,,,,9.62979,1301.78,57.3486,,,,,,,,,
864,0,,,,,,,,,,,,,317.855,1476.71,463.551,,,,343.151,1494.91,330.494,310.951,1505.37,18.5736,,,,296.096,1283.83,56.9561,,,,,,,9.65542,1301.68,57.2708,,,,,,,,,
865,0,,,,,,,,,,,,,317.69,1477.27,463.587,,,,343.022,1495.45,330.583,310.953,1505.37,18.5925,,,,296.079,1283.81,56.9257,,,,,,,9.66444,1301.67,57.2232,,,,,,,,,
866,0,,,,,,,,,,,,,317.495,1477.91,463.626,,,,342.911,1495.89,330.629,310.949,1505.38,18.6269,,,,296.091,1283.8,56.9119,,,,,,,9.6929,1301.66,57.1994,,,,,,,,,
867,0,,,,,,,,,,,,,317.466,1478.72,463.668,,,,342.838,1496.59,330.685,310.944,1505.38,18.6364,,,,296.09,1283.79,56.8926,,,,,,,9.70117,1301.66,57.1757,,,,,,,,,
868,0,,,,,,,,,,,,,317.349,1479.3,463.647,,,,342.739,1497.21,330.689,310.934,1505.37,18.643,,,,296.093,1283.79,56.8658,,,,,,,9.719,1301.66,57.1807,,,,,,,,,
869,0,,,,,,,,,,,,,317.298,1480.04,463.676,,,,342.666,1497.74,330.645,310.925,1505.37,18.6761,,,,296.104,1283.78,56.8289,,,,,,,9.75318,1301.65,57.157,,,,,,,,,
870,0,,,,,,,,,,,,,317.278,1480.84,463.661,,,,342.594,1498.45,330.702,310.928,1505.37,18.7281,,,,296.101,1283.76,56.7614,,,,,,,9.77952,1301.62,57.1115,,,,,,,,,
871,0,,,,,,,,,,,,,317.142,1481.39,463.669,,,,342.547,1499.01,330.762,310.921,1505.37,18.8035,,,,296.1,1283.71,56.6887,,,,,,,9.79894,1301.55,57.0694,,,,,,,,,
872,0,,,,,,,,,,,,,317.055,1482.11,463.739,,,,342.477,1499.36,330.776,310.902,1505.36,18.8657,,,,296.108,1283.68,56.6001,,,,,,,9.83117,1301.47,57.0101,,,,,,,,,
873,0,,,,,,,,,,,,,316.907,1482.75,463.762,,,,342.413,1499.76,330.842,310.904,1505.36,18.9092,,,,296.112,1283.65,56.5039,,,,,,,9.88352,1301.38,56.948,,,,,,,,,
874,0,,,,,,,,,,,,,316.76,1483.29,463.792,,,,342.366,1500.17,330.961,310.881,1505.35,18.9463,,,,296.136,1283.59,56.4053,,,,,,,9.94761,1301.2,56.8726,,,,,,,,,
875,0,,,,,,,,,,,,,316.588,1483.97,463.843,,,,342.276,1500.58,331.022,310.865,1505.36,18.9883,,,,296.123,1283.52,56.2872,,,,,,,9.99619,1301.05,56.7796,,,,,,,,,
876,0,,,,,,,,,,,,,316.22,1484.54,463.822,,,,342.1,1500.94,330.997,310.826,1505.36,19.0379,,,,296.111,1283.45,56.1563,,,,,,,10.0512,1300.82,56.677,,,,,,,,,
877,0,,,,,,,,,,,,,315.853,1485.21,463.769,,,,341.864,1501.45,330.968,310.79,1505.38,19.0754,,,,296.101,1283.37,56.0257,,,,,,,10.1328,1300.5,56.5789,,,,,,,,,
878,0,,,,,,,,,,,,,315.618,1486.16,463.773,,,,341.543,1502.27,330.955,310.744,1505.39,19.1049,,,,296.101,1283.31,55.9263,,,,,,,10.175,1300.33,56.3831,,,,,,,,,
879,0,,,,,,,,,,,,,315.156,1486.78,463.673,,,,341.128,1502.92,330.895,310.672,1505.39,19.1624,,,,296.103,1283.26,55.8038,,,,,,,10.2257,1300.1,56.1613,,,,,,,,,
880,0,,,,,,,,,,,,,314.798,1487.74,463.692,,,,340.793,1503.8,330.893,310.593,1505.41,19.2497,,,,296.091,1283.21,55.6569,,,,,,,10.2333,1299.86,55.8306,,,,,,,,,
881,0,,,,,,,,,,,,,314.373,1488.4,463.603,,,,340.542,1504.5,330.847,310.523,1505.42,19.342,,,,296.069,1283.12,55.4958,,,,,,,10.1852,1299.76,55.3834,,,,,,,,,
882,0,,,,,,,,,,,,,314.105,1489.1,463.593,,,,340.292,1505.18,330.761,310.436,1505.42,19.4004,,,,296.032,1282.99,55.291,,,,,,,10.1292,1299.58,55.0935,,,,,,,,,
883,0,,,,,,,,,,,,,313.94,1489.77,463.556,,,,340.165,1505.69,330.809,310.391,1505.43,19.4339,,,,296.009,1282.86,55.101,,,,,,,10.0397,1299.4,54.8234,,,,,,,,,
884,0,,,,,,,,,,,,,313.812,1490.19,463.495,,,,340.11,1505.91,330.798,310.355,1505.47,19.4259,,,,295.989,1282.77,54.9816,,,,,,,9.92302,1299.26,54.6695,,,,,,,,,
885,0,,,,,,,,,,,,,313.703,1490.47,463.466,,,,340.157,1505.89,330.7,310.355,1505.5,19.3751,,,,295.997,1282.75,54.9099,,,,,,,9.72941,1299.06,54.5187,,,,,,,,,
886,0,,,,,,,,,,,,,313.623,1490.48,463.392,,,,340.275,1505.61,330.591,310.385,1505.56,19.2366,,,,296.001,1282.8,54.9582,,,,,,,9.32936,1298.89,54.4722,,,,,,,,,
887,0,,,,,,,,,,,,,313.549,1490.2,463.254,,,,340.467,1505.02,330.471,310.459,1505.63,19.0431,,,,295.978,1282.93,55.0812,,,,,,,8.71646,1298.67,54.365,,,,,,,,,
888,0,,,,,,,,,,,,,313.455,1489.62,463.125,,,,340.658,1504.14,330.342,310.49,1505.68,18.8896,,,,295.908,1283.09,55.2152,,,,,,,7.95695,1298.4,54.2839,,,,,,,,,
889,0,,,,,,,,,,,,,313.231,1488.59,463.02,,,,340.652,1503,330.286,310.503,1505.71,18.8095,,,,295.733,1283.17,55.3223,,,,,,,7.30221,1298.06,54.2153,,,,,,,,,
890,0,,,,,,,,,,,,,312.952,1487.33,462.886,,,,340.531,1501.81,330.156,310.503,1505.73,18.7656,,,,295.505,1283.16,55.3884,,,,,,,6.83464,1297.81,54.2145,,,,,,,,,
891,0,,,,,,,,,,,,,312.48,1485.41,462.862,,,,340.409,1500.25,330.048,310.5,1505.73,18.7327,,,,295.299,1283.12,55.3903,,,,,,,6.49304,1297.65,54.269,,,,,,,,,
892,0,,,,,,,,,,,,,312.163,1483.13,462.877,,,,340.296,1498.44,330.099,310.489,1505.73,18.7335,,,,295.188,1283.1,55.3779,,,,,,,6.21794,1297.89,54.3023,,,,,,,,,
893,0,,,,,,,,,,,,,311.932,1480.34,462.828,,,,340.171,1496.42,330.137,310.475,1505.72,18.7839,,,,295.12,1283.1,55.332,,,,,,,6.1093,1297.89,54.4322,,,,,,,,,
