,,Xie0406:LASI,,,Xie0406:RASI,,,Xie0406:LPSI,,,Xie0406:RPSI,,,Xie0406:LTHI,,,Xie0406:LKNE,,,Xie0406:LTIB,,,Xie0406:LANK,,,Xie0406:LHEE,,,Xie0406:LTOE,,,Xie0406:RTHI,,,Xie0406:RKNE,,,Xie0406:RTIB,,,Xie0406:RANK,,,Xie0406:RHEE,,,Xie0406:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
500,0,313.583,1723.48,930.06,342.732,1467.34,936.648,,,,,,,149.745,1759.23,466.066,106.494,1754.01,450.263,129.15,1785.83,333.603,141.463,1760.94,27.9589,95.6341,1640.34,45.3472,358.749,1792.57,51.2921,117.976,1387.61,437.932,,,,218.958,1331.19,52.2205,,,,,,,,,
501,0,313.866,1724.3,930.126,343.158,1468.1,936.558,,,,,,,150.533,1759.47,465.987,106.868,1754.29,450.274,129.304,1786.11,333.589,141.452,1760.91,27.9726,95.6505,1640.34,45.42,358.757,1792.58,51.2484,119.137,1387.8,439.376,,,,218.982,1331.18,52.1829,,,,,,,,,
502,0,314.238,1725.31,930.181,343.536,1468.89,936.425,,,,,,,150.528,1759.66,465.931,106.953,1754.52,450.269,129.333,1786.29,333.603,141.419,1760.88,27.9766,95.6892,1640.32,45.4679,358.769,1792.58,51.2203,119.424,1387.89,439.422,,,,219.013,1331.17,52.1416,,,,,,,,,
503,0,314.385,1725.95,930.055,344.03,1469.74,936.233,,,,,,,150.458,1759.84,465.943,107.033,1754.74,450.331,129.234,1786.38,333.587,141.383,1760.81,27.9855,95.7062,1640.3,45.5099,358.777,1792.59,51.1838,119.664,1388.01,439.419,,,,219.028,1331.15,52.1071,,,,,,,,,
504,0,314.294,1726.28,929.805,344.416,1470.47,936.185,,,,,,,150.377,1760,465.955,107.002,1754.81,450.344,129.053,1786.42,333.583,141.375,1760.78,28.0095,95.728,1640.27,45.5555,358.785,1792.6,51.1499,119.974,1388.16,439.435,,,,219.045,1331.13,52.0761,,,,,,,,,
505,0,314.51,1727.19,929.686,344.751,1471.37,936.028,,,,,,,149.221,1759.7,464.681,106.739,1754.83,450.375,128.836,1786.42,333.581,141.365,1760.75,28.0616,95.7687,1640.2,45.6025,358.803,1792.6,51.1307,120.346,1388.33,439.457,,,,219.066,1331.12,52.0393,,,,,,,,,
506,0,314.926,1728.12,929.754,345.266,1472.09,935.893,,,,,,,148.963,1759.86,464.681,106.656,1754.84,450.391,128.576,1786.39,333.546,141.399,1760.73,28.1595,95.8058,1640.14,45.6261,358.813,1792.62,51.1076,119.464,1389.91,439.659,,,,219.106,1331.11,52.0063,,,,,,,,,
507,0,315.353,1729.03,929.759,345.592,1472.9,935.82,,,,,,,148.651,1760,464.71,107.818,1755,450.083,128.347,1786.37,333.516,141.433,1760.73,28.2369,95.8414,1640.08,45.6514,358.822,1792.63,51.0727,119.683,1390.05,439.69,,,,219.133,1331.09,51.9596,,,,,,,,,
508,0,315.611,1729.73,929.606,345.864,1473.77,935.676,,,,,,,149.448,1761.04,465.933,107.951,1755.08,450.125,128.171,1786.38,333.491,141.474,1760.74,28.3372,95.862,1640.05,45.6835,358.819,1792.63,51.0568,120.028,1390.13,439.737,,,,219.16,1331.07,51.9224,,,,,,,,,
509,0,315.705,1730.17,929.363,346.377,1474.39,935.592,,,,,,,149.365,1761.28,466.036,107.88,1755.2,450.136,127.997,1786.4,333.459,141.514,1760.76,28.4041,95.8758,1640.01,45.7002,358.822,1792.64,51.0407,120.316,1390.21,439.803,,,,219.181,1331.05,51.8702,,,,,,,,,
510,0,315.93,1730.87,929.187,346.697,1475.18,935.508,,,,,,,149.247,1761.37,465.985,107.853,1755.29,450.151,127.872,1786.45,333.41,141.525,1760.75,28.4494,95.9212,1639.97,45.7088,358.829,1792.65,51.0331,120.609,1390.31,439.872,,,,219.199,1331.02,51.8216,,,,,,,,,
511,0,316.339,1731.75,929.078,346.858,1476,935.405,,,,,,,149.235,1761.51,465.956,108.806,1755.05,450.044,127.801,1786.55,333.373,141.516,1760.73,28.4504,95.929,1639.94,45.7328,358.831,1792.66,51.0326,120.926,1390.45,439.924,,,,219.218,1330.98,51.7579,,,,,,,,,
512,0,316.727,1732.51,929,347.368,1476.57,935.369,,,,,,,149.165,1761.63,465.829,108.844,1755.32,450.069,127.739,1786.66,333.344,141.52,1760.72,28.4688,95.9363,1639.94,45.7424,358.822,1792.65,51.0185,120.573,1390.58,438.778,,,,219.24,1330.95,51.6938,,,,,,,,,
513,0,317.142,1733.23,928.887,347.772,1477.3,935.28,,,,,,,149.168,1761.85,465.748,107.524,1755.99,450.177,127.698,1786.84,333.322,141.538,1760.75,28.4947,95.9296,1639.94,45.7507,358.823,1792.66,51.0101,121.608,1390.76,439.968,,,,219.256,1330.92,51.6407,,,,,,,,,
514,0,317.609,1733.94,928.749,347.958,1478.04,935.22,,,,,,,148.475,1761.53,464.735,107.167,1756.33,450.186,127.618,1786.99,333.296,141.568,1760.77,28.5124,95.9525,1639.93,45.7533,358.818,1792.67,51.0144,121.449,1390.88,438.939,,,,219.284,1330.89,51.5929,,,,,,,,,
515,0,317.889,1734.36,928.541,348.271,1478.66,935.266,,,,,,,148.316,1761.68,464.572,107.09,1756.49,450.188,127.535,1787.16,333.268,141.56,1760.76,28.5145,95.9503,1639.92,45.7615,358.805,1792.68,51.0121,123.761,1391.11,442.971,,,,219.291,1330.86,51.5389,,,,,,,,,
516,0,318.215,1734.94,928.328,348.656,1479.34,935.246,,,,,,,148.252,1761.85,464.506,106.998,1756.64,450.188,127.409,1787.3,333.225,141.55,1760.75,28.4951,95.9418,1639.91,45.764,358.808,1792.69,51.0034,124.951,1391.25,445.017,,,,219.334,1330.83,51.5062,,,,,,,,,
517,0,318.711,1735.75,928.246,348.947,1479.99,935.152,,,,,,,149.161,1762.95,465.662,106.956,1756.79,450.27,127.262,1787.43,333.174,141.529,1760.72,28.4655,95.9483,1639.91,45.768,358.797,1792.68,51.0039,124.434,1390.87,442.588,,,,219.346,1330.81,51.4784,,,,,,,,,
518,0,319.136,1736.37,928.137,349.189,1480.54,935.178,,,,,,,149.075,1763.09,465.405,106.845,1756.9,450.284,127.118,1787.57,333.141,141.514,1760.72,28.4849,95.9659,1639.86,45.7715,358.795,1792.68,50.9958,124.58,1390.98,442.554,,,,219.363,1330.78,51.444,,,,,,,,,
519,0,319.576,1736.9,927.973,349.366,1481.2,935.264,,,,,,,148.487,1763.31,465.209,106.772,1757.07,450.262,126.976,1787.69,333.094,141.544,1760.72,28.5219,95.967,1639.85,45.773,358.799,1792.69,50.9912,124.946,1391.15,442.682,,,,219.377,1330.77,51.4358,,,,,,,,,
520,0,320.184,1737.56,927.767,349.653,1481.76,935.201,,,,,,,148.368,1763.43,465.176,106.71,1757.22,450.289,126.906,1787.82,333.064,141.599,1760.75,28.5825,95.9728,1639.84,45.772,358.8,1792.68,50.9727,125.488,1391.29,443.074,,,,219.384,1330.75,51.4122,,,,,,,,,
521,0,320.851,1738.17,927.566,349.943,1482.24,935.116,,,,,,,148.339,1763.56,465.126,106.568,1757.42,450.333,126.84,1787.95,333.032,141.621,1760.77,28.6112,95.9913,1639.82,45.7848,358.796,1792.68,50.9695,125.852,1391.43,443.097,,,,219.393,1330.74,51.3944,,,,,,,,,
522,0,321.433,1738.62,927.381,350.203,1482.61,935.106,,,,,,,148.286,1763.7,465.094,106.556,1757.57,450.311,126.768,1788.09,332.997,141.61,1760.75,28.5948,96.0028,1639.8,45.7872,358.796,1792.68,50.9575,126.161,1391.61,443.09,,,,219.411,1330.7,51.3541,,,,,,,,,
523,0,321.912,1738.97,927.145,350.418,1483,935.148,,,,,,,148.108,1763.83,465.081,106.785,1757.95,450.274,126.724,1788.23,332.963,141.587,1760.74,28.5809,96.0017,1639.8,45.7984,358.801,1792.69,50.9297,126.58,1391.79,443.534,,,,219.445,1330.68,51.3357,,,,,,,,,
524,0,322.443,1739.35,926.918,350.531,1483.44,935.198,,,,,,,148.107,1763.97,465.065,106.897,1758.26,450.321,126.699,1788.37,332.944,141.587,1760.72,28.575,96.0222,1639.78,45.8251,358.821,1792.68,50.9105,126.799,1391.91,443.488,,,,219.46,1330.65,51.2949,,,,,,,,,
525,0,323.11,1739.7,926.64,350.678,1483.78,935.19,,,,,,,147.437,1763.67,463.994,106.936,1758.46,450.345,126.695,1788.52,332.943,141.588,1760.72,28.576,96.028,1639.78,45.8448,358.827,1792.68,50.8939,127.598,1392.18,445.108,,,,219.481,1330.63,51.2791,,,,,,,,,
526,0,323.87,1740.08,926.42,350.905,1484.1,935.152,,,,,,,147.473,1763.86,463.883,107.015,1758.72,450.443,126.696,1788.67,332.921,141.581,1760.72,28.5844,96.0327,1639.8,45.8607,358.823,1792.68,50.8697,127.91,1392.28,445.195,,,,219.492,1330.61,51.2787,,,,,,,,,
527,0,324.563,1740.41,926.25,351.13,1484.37,935.15,,,,,,,148.518,1765.04,465.097,106.975,1758.95,450.394,126.723,1788.86,332.911,141.594,1760.74,28.596,96.0328,1639.79,45.8837,358.836,1792.67,50.837,128.086,1392.35,445.218,,,,219.503,1330.6,51.278,,,,,,,,,
528,0,325.138,1740.63,926.089,351.407,1484.6,935.152,,,,,,,148.678,1765.34,465.097,106.731,1759.31,450.397,126.786,1789.09,332.913,141.605,1760.74,28.5959,96.0562,1639.78,45.9087,358.841,1792.67,50.8221,128.251,1392.42,445.257,,,,219.503,1330.57,51.2772,,,,,,,,,
529,0,325.814,1740.85,925.877,351.668,1484.78,935.181,,,,,,,148.674,1765.48,465.085,106.685,1759.62,450.4,126.841,1789.36,332.904,141.606,1760.73,28.6121,96.0676,1639.79,45.925,358.853,1792.67,50.794,127.1,1392.58,442.507,,,,219.507,1330.57,51.2874,,,,,,,,,
530,0,326.498,1741.05,925.669,351.851,1485.01,935.195,,,,,,,148.747,1765.67,465.031,106.721,1760.01,450.38,126.912,1789.62,332.88,141.588,1760.73,28.6011,96.052,1639.8,45.9542,358.867,1792.66,50.7583,127.156,1392.71,442.478,,,,219.509,1330.56,51.2825,,,,,,,,,
531,0,327.203,1741.33,925.47,351.982,1485.22,935.199,,,,,,,148.873,1765.94,465.056,106.784,1760.35,450.432,127.027,1789.9,332.872,141.568,1760.71,28.5874,96.0634,1639.82,45.9936,358.884,1792.67,50.7232,127.345,1392.96,442.725,,,,219.504,1330.55,51.2831,,,,,,,,,
532,0,327.871,1741.64,925.312,352.091,1485.44,935.164,,,,,,,148.187,1765.61,463.804,105.759,1760.44,450.721,127.114,1790.15,332.879,141.572,1760.72,28.588,96.0781,1639.82,46.0234,358.884,1792.67,50.6891,127.5,1393.24,443.007,,,,219.521,1330.54,51.2792,,,,,,,,,
533,0,328.59,1741.9,925.19,352.225,1485.65,935.152,,,,,,,148.828,1766,463.804,106.749,1760.91,450.51,127.199,1790.35,332.871,141.586,1760.73,28.6038,96.0829,1639.83,46.067,358.896,1792.66,50.6474,127.534,1393.62,443.242,,,,219.526,1330.53,51.2813,,,,,,,,,
534,0,329.266,1742.16,925.035,352.406,1485.84,935.134,,,,,,,150.045,1767.23,465.016,107.012,1761.31,450.534,127.277,1790.56,332.875,141.574,1760.73,28.6,96.0998,1639.83,46.1004,358.889,1792.66,50.621,127.607,1393.89,443.465,,,,219.54,1330.52,51.2846,,,,,,,,,
535,0,329.829,1742.29,924.888,352.584,1485.98,935.13,,,,,,,150.291,1767.54,465.01,107.619,1761.77,450.491,127.344,1790.77,332.857,141.562,1760.72,28.5867,96.0933,1639.85,46.1194,358.903,1792.65,50.5921,128.065,1394.47,445.121,,,,219.532,1330.5,51.2896,,,,,,,,,
536,0,330.466,1742.39,924.755,352.7,1486.13,935.148,,,,,,,150.051,1767.77,464.916,108.017,1762.21,450.443,127.495,1791.02,332.814,141.55,1760.7,28.5593,96.0854,1639.87,46.1455,358.915,1792.65,50.5658,128.176,1394.53,445.186,,,,219.529,1330.49,51.2942,,,,,,,,,
537,0,331.133,1742.53,924.645,352.798,1486.27,935.175,,,,,,,148.713,1768.02,465.178,106.923,1762.41,450.816,127.806,1791.36,332.792,141.552,1760.71,28.5572,96.0865,1639.86,46.1751,358.915,1792.65,50.546,128.057,1394.26,444.245,,,,219.527,1330.48,51.3001,,,,,,,,,
538,0,331.777,1742.74,924.586,352.86,1486.4,935.214,,,,,,,148.892,1768.34,465.242,106.786,1762.83,450.723,128.192,1791.71,332.761,141.531,1760.71,28.5364,96.1006,1639.88,46.1978,358.927,1792.63,50.5134,128.064,1394.41,444.371,,,,219.53,1330.46,51.3042,,,,,,,,,
539,0,332.421,1742.86,924.531,352.909,1486.49,935.261,,,,,,,148.208,1768.1,464.156,107.285,1763.2,450.808,128.649,1792.07,332.72,141.542,1760.71,28.5296,96.0955,1639.89,46.228,358.934,1792.63,50.4921,128.03,1394.65,444.568,,,,219.53,1330.47,51.3118,,,,,,,,,
540,0,333.102,1742.99,924.505,352.903,1486.56,935.294,,,,,,,151.172,1769.2,464.936,109.198,1763.56,450.516,129.074,1792.39,332.664,141.56,1760.73,28.5556,96.0805,1639.92,46.2473,358.937,1792.62,50.4632,128.257,1394.6,444.798,,,,219.532,1330.46,51.3313,,,,,,,,,
541,0,333.758,1743.11,924.441,352.913,1486.59,935.342,,,,,,,151.799,1769.53,464.961,109.616,1764.01,450.562,129.464,1792.67,332.61,141.572,1760.74,28.5418,96.0909,1639.94,46.2656,358.96,1792.61,50.4451,128.357,1394.65,444.807,,,,219.523,1330.45,51.3265,,,,,,,,,
542,0,334.296,1743.18,924.393,352.887,1486.61,935.385,,,,,,,151.481,1769.91,465.006,108.462,1764.37,450.952,129.84,1792.93,332.59,141.599,1760.76,28.5574,96.0737,1639.97,46.2926,358.972,1792.59,50.4222,128.419,1394.72,444.805,,,,219.527,1330.44,51.3341,,,,,,,,,
543,0,334.723,1743.19,924.372,352.847,1486.63,935.423,,,,,,,151.268,1770.14,465.097,108.579,1764.69,450.93,130.141,1793.2,332.593,141.622,1760.79,28.5972,96.0846,1639.97,46.3143,358.971,1792.59,50.3873,128.464,1394.78,444.8,,,,219.538,1330.43,51.3366,,,,,,,,,
544,0,335.197,1743.16,924.328,352.796,1486.62,935.465,,,,,,,151.97,1770.46,465.031,109.01,1765.13,450.893,130.473,1793.47,332.557,141.639,1760.78,28.6079,96.097,1640,46.3553,359,1792.58,50.3625,127.59,1396.34,445.1,,,,219.53,1330.42,51.335,,,,,,,,,
545,0,335.587,1743.1,924.271,352.716,1486.62,935.51,,,,,,,151.276,1770.15,463.914,109.454,1765.62,450.806,130.796,1793.79,332.548,141.645,1760.79,28.6089,96.0693,1640.03,46.3601,359.028,1792.58,50.3405,127.506,1396.42,445.092,,,,219.539,1330.41,51.345,,,,,,,,,
546,0,336.027,1743.1,924.213,352.617,1486.61,935.56,,,,,,,151.423,1770.46,463.889,110.03,1766.05,450.784,131.105,1794.12,332.546,141.674,1760.82,28.6233,96.039,1640.07,46.3793,359.051,1792.57,50.3145,127.548,1396.44,445.057,,,,219.54,1330.4,51.3524,,,,,,,,,
547,0,336.62,1743.2,924.193,352.515,1486.61,935.615,,,,,,,152.933,1771.64,465.15,110.522,1766.49,450.888,131.47,1794.44,332.528,141.67,1760.82,28.5917,96.0488,1640.11,46.4075,359.066,1792.57,50.2934,127.541,1396.47,445.038,,,,219.527,1330.4,51.3591,,,,,,,,,
548,0,337.22,1743.31,924.216,352.402,1486.61,935.669,,,,,,,154.914,1771.95,464.826,111.131,1766.78,450.891,131.867,1794.75,332.506,141.643,1760.83,28.5522,96.0412,1640.16,46.4275,359.075,1792.57,50.283,127.484,1396.48,444.921,,,,219.527,1330.39,51.3784,,,,,,,,,
549,0,337.736,1743.42,924.218,352.289,1486.62,935.699,,,,,,,155.202,1772.11,464.816,111.352,1767.2,450.829,132.208,1795.02,332.466,141.633,1760.81,28.5198,96.0173,1640.2,46.4373,359.064,1792.57,50.2632,127.474,1396.52,444.922,,,,219.502,1330.37,51.3976,,,,,,,,,
550,0,338.23,1743.55,924.232,352.175,1486.63,935.733,,,,,,,155.328,1772.23,464.779,111.566,1767.42,450.801,132.488,1795.24,332.463,141.628,1760.82,28.5017,95.9981,1640.23,46.4389,359.085,1792.57,50.2605,127.334,1396.57,444.414,,,,219.521,1330.39,51.4217,,,,,,,,,
551,0,338.605,1743.54,924.171,352.018,1486.65,935.766,,,,,,,155.534,1772.42,464.815,111.686,1767.59,450.785,132.697,1795.4,332.463,141.641,1760.83,28.5022,96.0071,1640.23,46.4562,359.083,1792.57,50.2575,127.277,1396.71,444.518,,,,219.523,1330.4,51.4521,,,,,,,,,
552,0,338.957,1743.55,924.111,351.865,1486.69,935.793,,,,,,,155.696,1772.55,464.779,111.706,1767.72,450.738,132.824,1795.53,332.46,141.637,1760.83,28.4993,95.9931,1640.23,46.4372,359.082,1792.57,50.2698,127.196,1396.86,444.475,,,,219.507,1330.38,51.4545,,,,,,,,,
553,0,339.336,1743.57,924.018,351.698,1486.69,935.808,,,,,,,154,1772.23,463.769,111.801,1767.88,450.763,132.869,1795.62,332.443,141.63,1760.83,28.4911,95.9966,1640.21,46.4285,359.075,1792.57,50.2655,127.179,1396.94,444.506,,,,219.496,1330.4,51.4781,,,,,,,,,
554,0,339.677,1743.58,923.914,351.532,1486.67,935.8,,,,,,,153.874,1772.22,463.674,111.836,1767.96,450.77,132.872,1795.66,332.416,141.635,1760.8,28.4916,96.0099,1640.19,46.4089,359.075,1792.56,50.2733,127.234,1396.99,444.846,,,,219.496,1330.4,51.4917,,,,,,,,,
555,0,339.966,1743.53,923.776,351.354,1486.67,935.81,,,,,,,153.968,1772.29,463.67,111.849,1768.01,450.761,132.82,1795.68,332.385,141.649,1760.81,28.5057,96.0077,1640.15,46.3778,359.077,1792.56,50.2789,127.278,1397.01,445.11,,,,219.489,1330.39,51.5177,,,,,,,,,
556,0,340.269,1743.48,923.622,351.222,1486.62,935.785,,,,,,,154.01,1772.34,463.644,111.86,1768.07,450.749,132.776,1795.73,332.348,141.651,1760.81,28.5012,96.0294,1640.15,46.3604,359.062,1792.56,50.2887,127.2,1397.1,444.998,,,,219.485,1330.4,51.5376,,,,,,,,,
557,0,340.694,1743.52,923.545,351.04,1486.57,935.787,,,,,,,154.197,1772.51,463.762,111.928,1768.22,450.758,132.755,1795.77,332.303,141.666,1760.81,28.4952,96.0115,1640.13,46.3378,359.056,1792.55,50.2971,127.058,1397.12,444.607,,,,219.471,1330.39,51.547,,,,,,,,,
558,0,341.177,1743.6,923.453,350.869,1486.5,935.768,,,,,,,154.289,1772.63,463.755,111.989,1768.36,450.717,132.816,1795.84,332.261,141.623,1760.79,28.4425,96.0179,1640.15,46.3073,359.06,1792.55,50.3021,126.698,1397.25,443.808,,,,219.444,1330.39,51.5535,,,,,,,,,
559,0,341.532,1743.56,923.312,350.716,1486.4,935.755,,,,,,,155.684,1773.64,464.963,112.124,1768.63,450.781,132.938,1795.96,332.199,141.588,1760.77,28.3777,96.0082,1640.15,46.2974,359.046,1792.55,50.3053,126.04,1397.68,443.326,,,,219.443,1330.4,51.5725,,,,,,,,,
560,0,341.831,1743.54,923.206,350.558,1486.33,935.753,,,,,,,156.149,1773.89,464.93,112.17,1768.79,450.793,133.053,1796.11,332.169,141.552,1760.76,28.3266,96.0059,1640.16,46.2844,359.046,1792.54,50.3014,125.813,1397.82,443.345,,,,219.438,1330.39,51.5684,,,,,,,,,
561,0,342.148,1743.53,923.13,350.402,1486.24,935.761,,,,,,,156.142,1774.01,464.883,112.146,1769.03,450.821,133.161,1796.26,332.126,141.535,1760.75,28.2907,95.9909,1640.2,46.2796,359.042,1792.54,50.3017,125.706,1397.91,443.382,,,,219.425,1330.38,51.5723,,,,,,,,,
562,0,342.411,1743.44,923.011,350.26,1486.19,935.789,,,,,,,156.183,1774.19,464.861,112.219,1769.32,450.89,133.283,1796.42,332.094,141.521,1760.74,28.2677,95.9755,1640.22,46.2789,359.056,1792.54,50.296,125.573,1397.98,443.423,,,,219.419,1330.38,51.5776,,,,,,,,,
563,0,342.697,1743.41,922.943,350.127,1486.15,935.837,,,,,,,156.287,1774.33,464.813,112.346,1769.55,450.878,133.355,1796.59,332.073,141.522,1760.75,28.2588,95.947,1640.27,46.284,359.061,1792.54,50.2842,125.436,1398.08,443.455,,,,219.415,1330.39,51.5861,,,,,,,,,
564,0,342.99,1743.41,922.882,350.003,1486.12,935.872,,,,,,,156.102,1774.54,464.803,112.396,1769.73,450.856,133.447,1796.78,332.034,141.523,1760.77,28.2417,95.9566,1640.28,46.2904,359.065,1792.53,50.2852,125.304,1398.17,443.49,,,,219.41,1330.38,51.5897,,,,,,,,,
565,0,343.225,1743.4,922.826,348.417,1487.39,935.478,,,,,,,156.131,1774.65,464.794,112.492,1769.97,450.848,133.529,1796.94,331.988,141.509,1760.77,28.2026,95.9357,1640.33,46.2869,359.049,1792.53,50.2748,125.161,1398.26,443.524,,,,219.395,1330.39,51.607,,,,,,,,,
566,0,343.407,1743.35,922.758,348.243,1487.46,935.477,,,,,,,155.138,1774.34,463.659,112.409,1770.24,450.804,133.608,1797.08,331.973,141.514,1760.79,28.1847,95.9078,1640.38,46.2929,359.059,1792.53,50.2762,125.031,1398.37,443.526,,,,219.389,1330.39,51.614,,,,,,,,,
567,0,343.566,1743.35,922.739,348.225,1487.38,935.489,,,,,,,155.021,1774.4,463.612,112.479,1770.41,450.769,133.669,1797.2,331.952,141.493,1760.78,28.1644,95.8884,1640.4,46.2973,359.053,1792.53,50.2732,124.94,1398.44,443.534,,,,219.393,1330.39,51.6276,,,,,,,,,
568,0,343.71,1743.39,922.715,348.17,1487.34,935.51,,,,,,,155.103,1774.5,463.627,112.545,1770.52,450.746,133.693,1797.3,331.927,141.497,1760.77,28.1595,95.8941,1640.39,46.3014,359.061,1792.53,50.2628,124.865,1398.5,443.548,,,,219.379,1330.39,51.6283,,,,,,,,,
569,0,343.832,1743.43,922.699,348.106,1487.32,935.511,,,,,,,155.155,1774.57,463.634,112.718,1770.82,450.806,133.714,1797.38,331.894,141.462,1760.75,28.1165,95.9053,1640.39,46.3089,359.075,1792.53,50.2727,124.813,1398.55,443.555,,,,219.378,1330.38,51.6311,,,,,,,,,
570,0,343.877,1743.43,922.673,349.091,1486.27,936.121,,,,,,,155.205,1774.64,463.636,112.742,1770.88,450.787,133.734,1797.44,331.88,141.466,1760.75,28.1311,95.9138,1640.36,46.3145,359.069,1792.53,50.273,124.747,1398.63,443.572,,,,219.384,1330.39,51.6224,,,,,,,,,
571,0,343.971,1743.49,922.67,349.145,1486.16,936.138,,,,,,,155.265,1774.78,463.687,112.771,1771.07,450.785,133.735,1797.49,331.859,141.488,1760.77,28.1571,95.9302,1640.35,46.2958,359.06,1792.53,50.2672,124.709,1398.68,443.584,,,,219.375,1330.38,51.6205,,,,,,,,,
572,0,343.995,1743.53,922.638,348.93,1486.25,936.177,,,,,,,155.28,1774.84,463.67,112.783,1771.16,450.776,133.725,1797.54,331.823,141.505,1760.77,28.1651,95.8993,1640.37,46.2894,359.059,1792.52,50.2745,124.662,1398.73,443.608,,,,219.375,1330.37,51.6286,,,,,,,,,
573,0,344.013,1743.58,922.645,348.783,1486.31,936.22,,,,,,,157.16,1774.87,463.303,113.875,1771.29,450.496,133.714,1797.6,331.795,141.515,1760.76,28.162,95.8907,1640.36,46.2805,359.058,1792.52,50.2738,124.636,1398.79,443.612,,,,219.387,1330.38,51.6302,,,,,,,,,
574,0,344.003,1743.62,922.639,348.65,1486.35,936.242,,,,,,,156.899,1775.76,464.838,112.88,1771.38,450.753,133.695,1797.65,331.768,141.525,1760.78,28.1688,95.9109,1640.35,46.2589,359.054,1792.52,50.2896,124.581,1398.85,443.608,,,,219.375,1330.38,51.6307,,,,,,,,,
575,0,343.975,1743.65,922.634,348.529,1486.41,936.25,,,,,,,156.835,1775.85,464.85,112.63,1771.55,450.72,133.704,1797.72,331.747,141.502,1760.77,28.1448,95.9076,1640.34,46.2503,359.041,1792.51,50.2893,124.567,1398.89,443.626,,,,219.37,1330.37,51.6357,,,,,,,,,
576,0,343.872,1743.67,922.605,348.372,1486.51,936.259,,,,,,,156.7,1775.9,464.801,112.628,1771.65,450.712,133.668,1797.8,331.709,141.499,1760.76,28.117,95.8971,1640.36,46.2404,359.037,1792.51,50.3066,124.532,1398.95,443.605,,,,219.366,1330.37,51.6445,,,,,,,,,
577,0,343.791,1743.74,922.591,348.246,1486.58,936.245,,,,,,,156.789,1776.08,464.667,112.61,1771.74,450.707,133.622,1797.87,331.673,141.473,1760.76,28.0707,95.8882,1640.36,46.244,359.03,1792.52,50.3195,124.495,1399.02,443.586,,,,219.358,1330.37,51.6486,,,,,,,,,
578,0,343.736,1743.86,922.609,348.137,1486.66,936.221,,,,,,,156.776,1776.15,464.641,112.556,1771.82,450.689,133.586,1797.94,331.63,141.504,1760.77,28.0926,95.9041,1640.35,46.2138,359.023,1792.51,50.3372,124.487,1399.06,443.577,,,,219.351,1330.37,51.6564,,,,,,,,,
579,0,343.647,1743.98,922.617,348.012,1486.78,936.184,,,,,,,156.75,1776.22,464.588,112.517,1771.89,450.662,133.56,1798.02,331.583,141.517,1760.79,28.08,95.9047,1640.36,46.1912,359.021,1792.51,50.3488,124.462,1399.13,443.552,,,,219.347,1330.37,51.6626,,,,,,,,,
580,0,343.516,1744.09,922.605,347.93,1486.9,936.145,,,,,,,156.762,1776.32,464.519,112.455,1771.99,450.59,133.548,1798.1,331.526,141.514,1760.79,28.066,95.8993,1640.37,46.1713,359.025,1792.51,50.3588,124.444,1399.21,443.534,,,,219.352,1330.38,51.6707,,,,,,,,,
581,0,343.31,1744.14,922.561,347.836,1487.05,936.097,,,,,,,156.525,1776.43,464.398,112.319,1772.07,450.547,133.536,1798.19,331.468,141.483,1760.78,28.0236,95.8766,1640.38,46.1468,359.015,1792.51,50.3766,124.411,1399.3,443.508,,,,219.336,1330.39,51.6855,,,,,,,,,
582,0,343.08,1744.23,922.538,347.763,1487.21,936.054,,,,,,,156.48,1776.5,464.339,112.269,1772.15,450.517,133.531,1798.28,331.418,141.468,1760.77,27.9666,95.8825,1640.39,46.1225,359.009,1792.51,50.3852,124.37,1399.41,443.493,,,,219.339,1330.4,51.7062,,,,,,,,,
583,0,342.833,1744.3,922.493,347.715,1487.38,936.006,,,,,,,156.452,1776.56,464.285,112.253,1772.23,450.47,133.533,1798.39,331.372,141.453,1760.76,27.947,95.855,1640.39,46.0999,359.013,1792.51,50.3983,124.34,1399.51,443.449,,,,219.315,1330.41,51.7191,,,,,,,,,
584,0,342.574,1744.44,922.487,347.683,1487.57,935.93,,,,,,,156.384,1776.64,464.203,112.253,1772.39,450.398,133.497,1798.48,331.306,141.484,1760.79,27.9542,95.8658,1640.39,46.074,358.995,1792.5,50.4076,124.314,1399.6,443.404,,,,219.31,1330.42,51.7347,,,,,,,,,
585,0,342.401,1744.66,922.517,347.028,1488.33,935.58,,,,,,,155.281,1776.17,462.988,112.187,1772.43,450.353,133.432,1798.56,331.266,141.492,1760.81,27.9248,95.8589,1640.4,46.0393,358.986,1792.51,50.4389,124.305,1399.69,443.348,,,,219.294,1330.43,51.7456,,,,,,,,,
